"Viewtiful Joe ",2003,"CAPCOM CO. LTD.
CAPCOM ENTERTAINMENT INC.
CE EUROPE LTD.
","GAMECUBE
PLAYSTATION 2
"
"Viewtiful Joe 2 ",2004,"CAPCOM CO. LTD.
CAPCOM ENTERTAINMENT INC.
CE EUROPE LTD.
","GAMECUBE
PLAYSTATION 2
"
"Viewtiful Joe: Double Trouble! ",2005,"CAPCOM CO. LTD.
CAPCOM ENTERTAINMENT INC.
CE EUROPE LTD.
","NINTENDO DS
"
"Viewtiful Joe: Red Hot Rumble ",2005,"CAPCOM CO. LTD.
CAPCOM ENTERTAINMENT INC.
CE EUROPE LTD.
","GAMECUBE
PSP
"
"Vigilance ",1998,"SEGASOFT INC.
","WINDOWS
"
"Vigilance on Talos V ",1996,"POLYEX SOFTWARE
","DOS
"
"Vigilante ",1988,"CLOVER
DATA EAST USA INC.
HUDSON ENTERTAINMENT INC.
IREM CORP.
NEC HOME ELECTRONICS [USA] INC.
SEGA ENTERPRISES LTD.
U.S. GOLD LTD.
","AMIGA
AMSTRAD CPC
ARCADE
ATARI ST
COMMODORE 64
MSX
SEGA MASTER SYSTEM
TURBOGRAFX-16
WII
ZX SPECTRUM
"
"Vigilante 8 ",1998,"ACTIVISION INC.
SYSCOM ENTERTAINMENT INC.
","NINTENDO 64
PLAYSTATION
"
"Vigilante 8 ",1999,"VATICAL ENTERTAINMENT LLC
","GAME BOY COLOR
"
"Vigilante 8: 2nd Offense ",1999,"ACTIVISION INC.
ATVI FRANCE SARL
SYSCOM ENTERTAINMENT INC.
","DREAMCAST
NINTENDO 64
PLAYSTATION
"
"Vigilante 8: Arcade ",2008,"ACTIVISION PUBLISHING INC.
","XBOX 360
"
"Vigil: Blood Bitterness ",2006,"GARAGEGAMES INC.
MERIDIAN4 INC.
MICRO APPLICATION
S.A.
","WINDOWS
"
"Viking: Battle for Asgard ",2008,"SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PLAYSTATION 3
WINDOWS
XBOX 360
"
"Vikings ",1998,"EUROPRESS SOFTWARE LTD.
FRANCE T?L?COM MULTIM?DIA
INDEX+
","MACINTOSH
WINDOWS
"
"Vikings: Fields of Conquest - Kingdoms of England II ",1992,"KRISALIS SOFTWARE LTD.
REALISM ENTERTAINMENT
","AMIGA
DOS
"
"Vikings of Thule ",2010,"GOGOGIC EHF.
","BROWSER
"
"Vikings: The Strategy of Ultimate Conquest ",1996,"GT INTERACTIVE SOFTWARE CORP.
GT INTERACTIVE SOFTWARE EUROPE LTD.
","MACINTOSH
WINDOWS
WINDOWS 3.X
"
"Vile City: Cyberpunk Gang Simulator ",2006,"FINALMOTIVE
","BROWSER
"
"Villa Banana ",2011,"NOTUS GAMES LTD.
","MACINTOSH
WINDOWS
"
"Villagers & Heroes of A Mystical Land ",2011,"NEONGA GMBH
","WINDOWS
"
"Village Sim ",2005,"BIG FISH GAMES INC
LDW SOFTWARE
LLC
","IPHONE
MACINTOSH
PALM OS
WINDOWS
"
"The Village ",1990,"BUDGIE UK
","ATARI ST
"
"The Ville ",2012,"ZYNGA GAME NETWORK INC.
","BROWSER
"
"Vindex ",1989,"TURTLE BYTE SOFTWARE
","AMIGA
"
"Vindicators ",1988,"DOMARK SOFTWARE INC.
DOMARK SOFTWARE LTD.
DOMARK LTD.
HIT SQUAD
THE
ATARI GAMES CORPORATION
TENGEN INC.
","AMIGA
AMSTRAD CPC
ARCADE
ATARI ST
COMMODORE 64
NES
ZX SPECTRUM
"
"The Vindicator! ",1988,"IMAGINE SOFTWARE
","AMSTRAD CPC
COMMODORE 64
ZX SPECTRUM
"
"Vintage Gaming Trivia Challenge ",2005,"OLDERGAMES
","WINDOWS
"
"Vintage Pinball ",2003,"EYE ONE AS
","BROWSER
"
"Vinyl Goddess from Mars ",1995,"UNION LOGIC SOFTWARE PUBLISHING INC.
","DOS
"
"Violator ",1991,"CODEMASTERS SOFTWARE COMPANY LIMITED
THE
","AMIGA
ATARI ST
"
"Violinist of Hameln ",1995,"ENIX CORPORATION
","SNES
"
"VIP ",2000,"UBI SOFT ENTERTAINMENT SOFTWARE
UBI SOFT ENTERTAINMENT INC.
","GAME BOY COLOR
"
"VIP ",2001,"RUSSOBIT-M
UBI SOFT ENTERTAINMENT SOFTWARE
","PLAYSTATION
PLAYSTATION 2
WINDOWS
"
"VIP ",2002,"UBI SOFT ENTERTAINMENT SOFTWARE
","GAME BOY ADVANCE
"
"VIP Classic Airliners ",2000,"JUST FLIGHT LTD
","WINDOWS
"
"Viper ",1998,"OCEAN SOFTWARE LTD.
","PLAYSTATION
"
"Viper BTR ",1996,"SOGNA
","PC-98
"
"Viper CTR: Asuka ",1997,"SOGNA
","PC-98
WINDOWS
"
"Viper GTS ",1994,"SOGNA
","FM TOWNS
PC-98
WINDOWS
"
"Viper Racing ",1998,"SIERRA ON-LINE INC.
","WINDOWS
"
"Viper V-10 ",1994,"SOGNA
","FM TOWNS
PC-98
WINDOWS
"
"Viper V-12 ",1995,"SOGNA
","FM TOWNS
PC-98
WINDOWS
"
"Viper V-16 ",1995,"SOGNA
","PC-98
WINDOWS
"
"Viper V-6 ",1993,"SOGNA
","FM TOWNS
PC-98
SHARP X68000
WINDOWS
"
"Viper V-8 ",1993,"SOGNA
","FM TOWNS
PC-98
SHARP X68000
WINDOWS
"
"VIP Ultimate Classic Wings: The Collection ",1998,"THE ASSOCIATES
","WINDOWS
"
"VIQ-Bert ",2002,"UNKNOWN PUBLISHER{S}
","VIC-20
"
"Virgin Angel ",1995,"COCKTAIL SOFT
","PC-98
"
"Virgin Dream ",1996,"TOKUMA SHOTEN PUBLISHING CO. LTD.
","TURBOGRAFX CD
"
"Virgin Roster ",2003,"G-COLLECTIONS
","WINDOWS
"
"Viriax ",2011,"LOCOMALITO
","WINDOWS
"
"Virocop ",1995,"RENEGADE SOFTWARE
TIME WARNER INTERACTIVE LTD.
","AMIGA
"
"Virtua Athlete 2000 ",2000,"AGETEC INC.
SEGA ENTERPRISES LTD.
","DREAMCAST
"
"Virtua Cop ",1994,"SEGA ENTERPRISES LTD.
SEGA ENTERTAINMENT INC.
SEGA OF AMERICA INC.
","ARCADE
SEGA SATURN
WINDOWS
"
"Virtua Cop 2 ",1995,"SEGA ENTERPRISES LTD.
SEGA CORPORATION
SEGA OF AMERICA INC.
","ARCADE
DREAMCAST
SEGA SATURN
WINDOWS
"
"Virtua Cop: Elite Edition ",2002,"ACCLAIM ENTERTAINMENT LTD.
SEGA EUROPE LTD.
","PLAYSTATION 2
"
"Virtua Cop Special Pack ",1998,"SEGA ENTERPRISES LTD.
","SEGA SATURN
"
"Virtua Fighter ",1993,"SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
","ARCADE
SEGA 32X
SEGA SATURN
"
"Virtua Fighter 2 ",1996,"SEGA ENTERPRISES LTD.
SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","GENESIS
WII
WINDOWS
"
"Virtua Fighter 2 ",1994,"SEGA ENTERPRISES LTD.
SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
IPHONE
SEGA SATURN
WINDOWS
"
"Virtua Fighter 3tb ",1997,"SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
","ARCADE
DREAMCAST
"
"Virtua Fighter 4 ",2001,"SEGA-AM2 CO. LTD.
SEGA CORPORATION
SEGA OF AMERICA INC.
SONY COMPUTER ENTERTAINMENT EUROPE LTD.
","ARCADE
PLAYSTATION 2
"
"Virtua Fighter 4: Evolution ",2002,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
PLAYSTATION 2
"
"Virtua Fighter 5 ",2006,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
PLAYSTATION 3
XBOX 360
"
"Virtua Fighter 5: Final Showdown ",2010,"SEGA CORPORATION
SEGA OF AMERICA INC.
","ARCADE
PLAYSTATION 3
XBOX 360
"
"Virtua Fighter Animation ",1996,"SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
TEC TOY IND?STRIA DE BRINQUEDOS S.A.
","GAME GEAR
SEGA MASTER SYSTEM
"
"Virtua Fighter Kids ",1996,"SEGA ENTERPRISES LTD.
","ARCADE
SEGA SATURN
"
"Virtua Fighter Remix ",1995,"EMPIRE INTERACTIVE EUROPE LTD.
EXPERT SOFTWARE INC.
SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
","ARCADE
SEGA SATURN
WINDOWS
"
"Virtual Bart ",1994,"ACCLAIM ENTERTAINMENT LTD.
ACCLAIM JAPAN LTD.
","GENESIS
SNES
"
"Virtual Bowling ",1995,"ATHENA CO. LTD.
","VIRTUAL BOY
"
"Virtual Boy Wario Land ",1995,"NINTENDO CO. LTD.
NINTENDO OF AMERICA INC.
","VIRTUAL BOY
"
"Virtual Casino ",1996,"DATT JAPAN INC.
NATSUME INC.
","SEGA SATURN
"
"Virtual Chess ",1995,"I?MOTION INC.
TITUS FRANCE SA
","DOS
WINDOWS
"
"Virtual Chess 2 ",1997,"TITUS FRANCE SA
","WINDOWS
"
"Virtual Chess 64 ",1998,"TITUS FRANCE SA
","NINTENDO 64
"
"Virtual Corporation ",1996,"TOPWARE INTERACTIVE
","WINDOWS
"
"Virtual Deep Sea Fishing ",1998,"INTERPLAY PRODUCTIONS LTD.
TAFF SYSTEM
","WINDOWS
"
"Virtual Farm ",2008,"ALAWAR ENTERTAINMENT INC.
","WINDOWS
"
"Virtual Fishing ",1995,"PACK-IN-VIDEO CO. LTD
","VIRTUAL BOY
"
"Virtual Horse Ranch II ",2006,"ORBIS GAMES LLC
","WINDOWS
"
"Virtual Hydlide ",1995,"ATLUS SOFTWARE INC.
SEGA ENTERPRISES LTD.
","SEGA SATURN
"
"Virtual Karting ",1995,"OTM PUBLICATIONS & PROMOTIONS LTD.
","AMIGA
"
"Virtual Karts ",1995,"MICROPROSE SOFTWARE INC.
MICROPROSE LTD.
","DOS
"
"Virtual Kasparov ",2001,"TITUS FRANCE SA
","GAME BOY ADVANCE
PLAYSTATION
"
"Virtual Lab ",1995,"J-WING CO. LTD.
","VIRTUAL BOY
"
"Virtual League Baseball ",1995,"KEMCO
","VIRTUAL BOY
"
"Virtual Open Tennis ",1995,"ACCLAIM ENTERTAINMENT INC.
IMAGINEER CO. LTD.
","SEGA SATURN
"
"Virtual Pilot ",2002,"M BOUNCE LTD.
","J2ME
"
"Virtual Pinball ",1993,"ELECTRONIC ARTS INC.
","GENESIS
"
"Virtual Pool ",1995,"INTERPLAY PRODUCTIONS INC.
INTERPLAY ENTERTAINMENT CORP.
INTERPLAY PRODUCTIONS LTD.
KESMAI CORPORATION
MACPLAY
","DOS
MACINTOSH
PLAYSTATION
WINDOWS
WINDOWS 3.X
"
"Virtual Pool 2 ",1997,"VR SPORTS
","WINDOWS
"
"Virtual Pool 3 ",2001,"GAMETAP LLC
INTERPLAY ENTERTAINMENT CORP.
SONY COMPUTER ENTERTAINMENT AMERICA INC.
XS GAMES
LLC
","PLAYSTATION
PLAYSTATION 3
PSP
WINDOWS
"
"Virtual Pool 64 ",1998,"CRAVE ENTERTAINMENT INC.
","NINTENDO 64
"
"Virtual Pool Hall ",2000,"INTERPLAY ENTERTAINMENT CORP.
","WINDOWS
"
"Virtual Reality Studio ",1991,"DOMARK SOFTWARE LTD.
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Virtual Reality Studio 2.0 ",1992,"DOMARK SOFTWARE INC.
DOMARK SOFTWARE LTD.
","AMIGA
ATARI ST
DOS
"
"Virtual Reality Vol. 1 ",1991,"ELITE SYSTEMS LTD.
","AMIGA
ATARI ST
"
"Virtual Reality Vol. 2 ",1991,"ELITE SYSTEMS LTD.
","AMIGA
ATARI ST
DOS
"
"Virtual Resort: Spring Break ",2002,"EIDOS INTERACTIVE INC.
EIDOS INTERACTIVE LTD.
SOLD OUT SALES & MARKETING LTD.
","WINDOWS
"
"Virtual Sailor 6 ",2002,"QUALITY SIMULATIONS
","WINDOWS
"
"Virtual Silence ",2008,"VIRTANEN GAMES
","WINDOWS
"
"Virtual Skipper ",2000,"UBI SOFT ENTERTAINMENT SOFTWARE
","WINDOWS
"
"Virtual Skipper 2 ",2002,"FOCUS HOME INTERACTIVE SAS
","WINDOWS
"
"Virtual Skipper 3 ",2003,"DIGITAL JESTERS LTD.
ENLIGHT INTERACTIVE INC.
NOVIY DISK
","WINDOWS
"
"Virtual Skipper 4 ",2005,"BUKA ENTERTAINMENT
FOCUS HOME INTERACTIVE SAS
","WINDOWS
"
"Virtual Skipper 5 ",2008,"93GAMES
","WINDOWS
"
"Virtual Skipper 5: 32nd America's Cup - The Game ",2007,"93GAMES
BUKA ENTERTAINMENT
FOCUS HOME INTERACTIVE SAS
","WINDOWS
"
"Virtual Skipper Online ",2008,"FOCUS HOME INTERACTIVE SAS
","WINDOWS
"
"Virtual Snooker ",1996,"INTERPLAY ENTERTAINMENT CORP.
INTERPLAY PRODUCTIONS LTD.
","DOS
"
"Virtual Soccer ",1994,"HUDSON SOFT COMPANY LTD.
","SNES
"
"The Virtual Squadron ",1996,"CRYSTALVISION BRAND SOFTWARE
MICRO STAR SOFTWARE
","DOS
WINDOWS
"
"Virtual Surgeon: Open Heart ",1997,"ISM INC.
","WINDOWS
WINDOWS 3.X
"
"Virtual U ",2000,"ALFRED P. SLOAN FOUNDATION
","WINDOWS
"
"Virtual Vegas Slots 3003 ",2007,"SELECTSOFT PUBLISHING
","WINDOWS
"
"Virtual Vegas: Turbo Blackjack ",1995,"VIRTUAL VEGAS INC.
","MACINTOSH
WINDOWS 3.X
"
"Virtual Villagers: Erschaffe dein Paradies! ",2009,"DTP ENTERTAINMENT AG
","NINTENDO DS
"
"Virtual Villagers: The Lost Children ",2007,"ACTIVISION VALUE PUBLISHING INC.
ASPYR MEDIA INC.
BIG FISH GAMES INC
LDW SOFTWARE
LLC
","IPHONE
MACINTOSH
WINDOWS
"
"Virtual Villagers: The Secret City ",2008,"LDW SOFTWARE
LLC
","MACINTOSH
WINDOWS
"
"Virtual Worlds: The 3D Game Collection ",1991,"DOMARK SOFTWARE LTD.
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Virtua Pro Football ",2006,"SEGA CORPORATION
SEGA EUROPE LTD.
","PLAYSTATION 2
"
"Virtua Racing ",1992,"SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
TEC TOY IND?STRIA DE BRINQUEDOS S.A.
","ARCADE
GENESIS
"
"Virtua Racing Deluxe ",1994,"SEGA ENTERPRISES LTD.
SEGA OF AMERICA INC.
","SEGA 32X
"
"Virtua Striker 2002 ",2002,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
GAMECUBE
"
"Virtua Striker 2 ver. 2000.1 ",1999,"SEGA ENTERPRISES LTD.
SEGA CORPORATION
SEGA OF AMERICA INC.
","ARCADE
DREAMCAST
"
"Virtua Tennis ",1999,"ACTIVISION VALUE PUBLISHING INC.
EMPIRE INTERACTIVE ENTERTAINMENT
SEGA ENTERPRISES LTD.
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
DREAMCAST
N-GAGE
WINDOWS
"
"Virtua Tennis ",2002,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
THQ INC.
","GAME BOY ADVANCE
"
"Virtua Tennis 2009 ",2009,"SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PLAYSTATION 3
WII
WINDOWS
XBOX 360
"
"Virtua Tennis 3 ",2006,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","ARCADE
PLAYSTATION 3
PSP
WINDOWS
XBOX 360
"
"Virtua Tennis 4 ",2011,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PLAYSTATION 3
PS VITA
WII
WINDOWS
XBOX 360
"
"Virtua Tennis: World Tour ",2005,"SEGA CORPORATION
SEGA EUROPE LTD.
SEGA OF AMERICA INC.
","PSP
"
"Virtuoso ",1994,"DATA EAST CORPORATION
ELITE SYSTEMS LTD.
IMAGINEER CO. LTD.
VIC TOKAI INC.
","3DO
DOS
"
"Virus ",1997,"HUDSON SOFT COMPANY LTD.
","SEGA SATURN
"
"Virus-Farm ",1992,"UNKNOWN PUBLISHER{S}
","DOS
"
"Virus: It Is Aware ",1999,"CRYO INTERACTIVE ENTERTAINMENT
","PLAYSTATION
"
"Virus: The Game ",1997,"SIR-TECH SOFTWARE INC.
TELSTAR ELECTRONIC STUDIOS LTD.
","WINDOWS
"
"Virus: The Game - Shareware ",1996,"DYNOTECH SOFTWARE
","WINDOWS
"
"Viscera Cleanup Detail: Santa's Rampage ",2013,"RUNESTORM
","WINDOWS
"
"Vision? ",1994,"AD GAMES
","DOS
"
"Visions of Aftermath: The Boomtown ",1988,"MINDSCAPE INC.
","DOS
"
"Vision: The 5 Dimension Utopia ",1992,"SOFTGOLD COMPUTERSPIELE GMBH
","AMIGA
DOS
"
"The Visitor ",2007,"NEWGROUNDS INC.
","BROWSER
"
"Visual Mix: Ayumi Hamasaki Dome Tour 2001 ",2001,"AVEX INC.
SONY MUSIC ENTERTAINMENT [JAPAN] INC.
","PLAYSTATION 2
"
"Visual Pinball ",2000,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Visual Star Trek ",1990,"UNKNOWN PUBLISHER{S}
","DOS
"
"Vital Light ",1994,"MILLENNIUM INTERACTIVE LTD.
","AMIGA
AMIGA CD32
"
"VitalSign ",2006,"ECLYPSE
","WINDOWS
"
"The Viva Adventure Anthology ",2008,"VIVA MEDIA
LLC
","WINDOWS
"
"Viva Caligula! ",2007,"ADULT SWIM
","BROWSER
"
"Viva Pi?ata ",2006,"MICROSOFT GAME STUDIOS
","WINDOWS
XBOX 360
"
"Viva Pi?ata / Forza Motorsport 2 ",2007,"MICROSOFT GAME STUDIOS
","XBOX 360
"
"Viva Pi?ata: Party Animals ",2007,"MICROSOFT GAME STUDIOS
","XBOX 360
"
"Viva Pi?ata: Pocket Paradise ",2008,"THQ ASIA PACIFIC
THQ INC.
","NINTENDO DS
"
"Viva Pi?ata Special Edition ",2006,"MICROSOFT GAME STUDIOS
","XBOX 360
"
"Viva Pi?ata: Trouble in Paradise ",2008,"MICROSOFT GAME STUDIOS
","XBOX 360
"
"Viva Soccer ",1998,"VIRGIN INTERACTIVE ENTERTAINMENT [EUROPE] LTD.
DAZZ CO LTD
","PLAYSTATION
WINDOWS
"
"Vivid Conceptions ",2006,"VERTIGO GAMES
","WINDOWS
"
"Vivisector: Beast Within ",2005,"1C COMPANY
BRIGADES
","WINDOWS
"
"Vixen ",1988,"MARTECH
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Vixen 357 ",1992,"MASAYA
","GENESIS
"
"Viy: A Story Told Anew ",2004,"DISCUS GAMES
","WINDOWS
"
"Vizati ",2010,"DIFFERENT PIXEL
","IPAD
IPHONE
MACINTOSH
WINDOWS
"
"Viz: The Game ",1991,"VIRGIN GAMES LTD.
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
ZX SPECTRUM
"
"Vladi Bird ",2014,"SBS BELGIUM N.V.
","BROWSER
"
"Vlad Tepes Dracula ",1997,"TLC-EDUSOFT
SOFTKEY INTERNATIONAL INC.
SOFTKEY MULTIMEDIA INC.
THE LEARNING COMPANY INC.
TLC PROPERTIES INC.
","WINDOWS
"
"Vlak ",1993,"UNKNOWN PUBLISHER{S}
","DOS
"
"VMU Football ",1999,"SEGA OF AMERICA INC.
","DREAMCAST
"
"VMX Racing ",1997,"PLAYMATES INTERACTIVE ENTERTAINMENT INC.
","PLAYSTATION
"
"Voetbal ",1994,"PHILIPS INTERACTIVE MEDIA BENELUX B.V.
","CD-I
"
"Vogelstein 2D ",2011,"UNKNOWN PUBLISHER{S}
","ANDROID
J2ME
"
"Voice Fantasia S: Ushinawareta Voice Power ",1997,"ASK KODANSHA CO. LTD.
","SEGA SATURN
"
"The Voice of Germany ",2012,"BITCOMPOSER ENTERTAINMENT AG
","WII
"
"Voice Paradise ",1996,"NEC HOME ELECTRONICS LTD.
","PC-FX
"
"Void ",1997,"EYE ONE AS
","BROWSER
"
"Voidrunner ",1987,"MASTERTRONIC LTD.
","COMMODORE 64
MSX
ZX SPECTRUM
"
"Voidrunner + Hellgate ",1987,"LLAMASOFT LTD.
","COMMODORE 16
PLUS/4
"
"The Void ",2008,"BITCOMPOSER GAMES GMBH
ND GAMES
ODYSSIA
TECHLAND SP. Z O.O.
","WINDOWS
"
"Void War ",2004,"GARAGEGAMES INC.
RAMPANT GAMES
","WINDOWS
"
"Vojny drevnosti: Sparta - Gold ",2009,"RUSSOBIT-M
","WINDOWS
"
"VokabelStar Englisch f?r Einsteiger ",2009,"DEEP SILVER
","NINTENDO DS
"
"VokabelStar Englisch f?r Fortgeschrittene ",2009,"DEEP SILVER
","NINTENDO DS
"
"Volcanic Dungeon ",1982,"CARNELL SOFTWARE LTD
MASTERVISION LIMITED
","DRAGON 32/64
ZX81
ZX SPECTRUM
"
"Volcanoes ",1985,"IBM
","DOS
"
"Volcano Hunter ",1984,"UNKNOWN PUBLISHER{S}
","DOS
TRS-80
"
"Volfied ",1989,"EMPIRE SOFTWARE
TAITO CORPORATION
TAITO SOFTWARE INC.
VING CO. LTD.
","AMIGA
ARCADE
ATARI ST
COMMODORE 64
DOS
FM TOWNS
GENESIS
J2ME
TURBOGRAFX-16
WII
"
"Volgarr the Viking ",2013,"CRAZY VIKING STUDIOS
","WINDOWS
"
"Volguard ",1984,"CASIO COMPUTER CO. LTD.
DB-SOFT
","FM-7
MSX
PC-88
SHARP X1
"
"Volguard II ",1985,"DB-SOFT
NETFARM COMMUNICATIONS INC.
","NES
WII
"
"Volleyball ",1986,"NINTENDO CO. LTD.
NINTENDO OF AMERICA INC.
","ARCADE
NES
WII
WII U
"
"Volleyball ",1972,"MAGNAVOX
","ODYSSEY
"
"Volleyball! ",1979,"MAGNAVOX
N.V. PHILIPS GLOEILAMPENFABRIEKEN
PHILIPS DO BRASIL LTDA.
RADIOLA
","ODYSSEY 2
"
"Volleyball Simulator ",1987,"RAINBOW ARTS SOFTWARE GMBH
","AMIGA
AMSTRAD CPC
ATARI ST
COMMODORE 64
DOS
"
"Volleyball Xciting ",2004,"AGETEC INC.
","PLAYSTATION 2
"
"Volleyfire ",1990,"TOEI ANIMATION CO. LTD.
","GAME BOY
"
"Volos ",2006,"UNKNOWN PUBLISHER{S}
","VIC-20
ZX SPECTRUM
"
"Voltage ",2008,"AKELLA
","WINDOWS
"
"Voltage Fighter Gowcaizer ",1995,"SNK CORPORATION
SNK CORPORATION OF AMERICA
TECHNOS JAPAN CORP.
URBAN PLANT LTD
","ARCADE
NEO GEO
NEO GEO CD
PLAYSTATION
PLAYSTATION 3
PS VITA
"
"Volvo: Drive For Life ",2005,"MICROSOFT GAME STUDIOS
","XBOX
"
"Volvo: The Game ",2009,"SIMBIN STUDIOS AB
","WINDOWS
"
"Voodoo Castle ",1981,"ADVENTURE INTERNATIONAL
ADVENTURESOFT UK LTD.
COMMODORE
STAR CRAFT
TEXAS INSTRUMENTS INCORPORATED
","ATARI 8-BIT
BROWSER
COMMODORE 64
FM-7
PC-88
TI-99/4A
TRS-80
VIC-20
ZX SPECTRUM
"
"Voodoo Girl:  Queen of the Darned ",2002,"UNKNOWN PUBLISHER{S}
","ATARI ST
DOS
"
"Voodoo Island ",1985,"MINDSCAPE INC.
","APPLE II
MACINTOSH
PC BOOTER
"
"VooDoo Kid ",1997,"INFOGRAMES EUROPE SA
DICE MULTI MEDIA EUROPE B.V.
","WINDOWS
WINDOWS 3.X
"
"Voodoo Nightmare ",1990,"PALACE SOFTWARE LTD.
","AMIGA
ATARI ST
"
"Voodoo Vince ",2003,"MICROSOFT GAME STUDIOS
","XBOX
"
"Voracity ",2000,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Vortex ",1994,"ELECTRO BRAIN CORP.
PACK-IN-VIDEO CO. LTD
","SNES
"
"The Vortex Factor ",1985,"MARK DATA PRODUCTS
MICRODEAL
","DRAGON 32/64
TRS-80 COCO
"
"The Vortex: Quantum Gate II ",1994,"HYPERBOLE STUDIOS
","WINDOWS 3.X
"
"Vortron ",1985,"BUDGIE
","COMMODORE 64
"
"Vos en Haas: Het ij van uil ",2002,"LANNOO NIEUWE MEDIA
","MACINTOSH
WINDOWS
"
"Vos en Haas: Het plan van Haas ",2003,"LANNOO NIEUWE MEDIA
","MACINTOSH
WINDOWS
"
"Vosmoe Puteshestvie Sindbada: Proklyatie Karamogula ",1998,"ASIA
MULTIMEDIA SERVICE
","WINDOWS
"
"Vostochniy Front: Zolotoe izdanie ",2010,"RUSSOBIT-M
","WINDOWS
"
"Voxeliens ",2012,"VOLUMES OF FUN
","WINDOWS
"
"Voxelstein 3D ",2008,"UNKNOWN PUBLISHER{S}
","WINDOWS
"
"Voyage ",2005,"AKELLA
BIG FISH GAMES INC
DREAMCATCHER INTERACTIVE INC.
THE ADVENTURE COMPANY
","WINDOWS
"
"Voyage into the Unknown ",1984,"MASTERTRONIC LTD.
","ZX SPECTRUM
"
"Voyage of the Valkyrie ",1981,"ADVANCED OPERATING SYSTEMS
HOWARD W. SAMS & CO. INC.
","APPLE II
TRS-80
"
"Voyager ",1989,"OCEAN SOFTWARE LTD.
","AMIGA
ATARI ST
"
"Voyager ",2008,"JUST TRAINS
","WINDOWS
"
"Voyager I: Sabotage of the Robot Ship ",1981,"KIYA OVERSEAS INDUSTRY CO. LTD.
THE AVALON HILL GAME COMPANY
","APPLE II
ATARI 8-BIT
COMMODORE PET/CBM
DOS
FM-7
PC-88
TRS-80
TRS-80 COCO
"
"Voyage to Atlantis ",1978,"UNKNOWN PUBLISHER{S}
","COMMODORE 64
COMMODORE PET/CBM
TRS-80
"
"Voyeur ",1993,"INTERPLAY PRODUCTIONS INC.
INTERPLAY ENTERTAINMENT CORP.
INTERPLAY PRODUCTIONS LTD.
MACPLAY
PHILIPS INTERACTIVE MEDIA INC.
","CD-I
DOS
MACINTOSH
"
"Voyeur II ",1996,"PHILIPS INTERACTIVE MEDIA INC.
","DOS
MACINTOSH
WINDOWS 3.X
"
"Voz ",1981,"CODE WORKS
THE
","COMMODORE 64
COMMODORE PET/CBM
"
"V-Rally 2 ",2003,"IFONE
","MOPHUN
"
"V-Rally 3 ",2002,"INFOGRAMES EUROPE SA
ATARI EUROPE S.A.S.U.
INFOGRAMES INC.
INFOGRAMES JAPAN KK
","GAME BOY ADVANCE
GAMECUBE
PLAYSTATION 2
WINDOWS
XBOX
"
"V-Rally 97 Championship Edition / Eagle One: Harrier Attack ",2002,"INFOGRAMES EUROPE SA
","PLAYSTATION
"
"V-Rally Championship Edition ",1998,"INFOGRAMES EUROPE SA
OCEAN SOFTWARE LTD.
","GAME BOY
GAME BOY COLOR
"
"V-Rally Edition 99 ",1998,"INFOGRAMES EUROPE SA
ATARI EUROPE S.A.S.U.
INFOGRAMES ENTERTAINMENT SA
","NINTENDO 64
WINDOWS
"
"VR Baseball 2000 ",1998,"INTERPLAY PRODUCTIONS INC.
","WINDOWS
"
"VR Baseball '97 ",1997,"INTERPLAY PRODUCTIONS INC.
","PLAYSTATION
"
"VR Baseball '99 ",1998,"INTERPLAY ENTERTAINMENT CORP.
","PLAYSTATION
"
"VR Golf '97 ",1996,"GREMLIN INTERACTIVE LTD.
INTERPLAY PRODUCTIONS INC.
NAXAT SOFT
","PLAYSTATION
SEGA SATURN
"
